d: 20
lambda: 0.001
gamma: 0.8
rho: 3.0
fnTrainingData: ../ML1M/generality/copy1.train
fnTestData: ../ML1M/generality/copy1.test
fnOutputData: ./testResult/FPMF_0.001_3_10_15_1M_copy_1.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
start_hybrid_averaging_iterations: 10
local_train_iterations: 15
Iter:0| MAE:2.5796762| RMSE:2.811369
Iter:1| MAE:2.5796762| RMSE:2.811369
Iter:2| MAE:2.5796762| RMSE:2.811369
Iter:3| MAE:2.5796762| RMSE:2.811369
Iter:4| MAE:2.5796762| RMSE:2.811369
Iter:5| MAE:2.5796762| RMSE:2.811369
Iter:6| MAE:2.5796762| RMSE:2.811369
Iter:7| MAE:2.5796762| RMSE:2.811369
Iter:8| MAE:1.9753102| RMSE:2.1817832
Iter:9| MAE:1.0478685| RMSE:1.3576342
Iter:10| MAE:1.5123358| RMSE:1.7206198
Iter:11| MAE:0.9128585| RMSE:1.1926756
Iter:12| MAE:0.911722| RMSE:1.1020089
Iter:13| MAE:0.7551052| RMSE:0.9659874
Iter:14| MAE:0.75148374| RMSE:0.9393327
Iter:15| MAE:0.73800135| RMSE:0.9326981
Iter:16| MAE:0.7372643| RMSE:0.9294237
Iter:17| MAE:0.7352023| RMSE:0.9273798
Iter:18| MAE:0.7338976| RMSE:0.9258414
Iter:19| MAE:0.7328744| RMSE:0.9246578
Iter:20| MAE:0.73205423| RMSE:0.9237244
Iter:21| MAE:0.73142004| RMSE:0.9229827
Iter:22| MAE:0.7308882| RMSE:0.9223717
Iter:23| MAE:0.7304478| RMSE:0.92186654
Iter:24| MAE:0.7300739| RMSE:0.92145324
Iter:25| MAE:0.7297735| RMSE:0.92109925
Iter:26| MAE:0.7295113| RMSE:0.9207985
Iter:27| MAE:0.72927505| RMSE:0.9205451
Iter:28| MAE:0.72907984| RMSE:0.92032385
Iter:29| MAE:0.7289061| RMSE:0.9201392
Iter:30| MAE:0.7287637| RMSE:0.91997904
Iter:31| MAE:0.7286391| RMSE:0.9198364
Iter:32| MAE:0.72852474| RMSE:0.91971195
Iter:33| MAE:0.7284297| RMSE:0.91960025
Iter:34| MAE:0.72834265| RMSE:0.9195033
Iter:35| MAE:0.7282661| RMSE:0.91941935
Iter:36| MAE:0.72819734| RMSE:0.9193423
Iter:37| MAE:0.7281296| RMSE:0.91927683
Iter:38| MAE:0.72807574| RMSE:0.9192196
Iter:39| MAE:0.7280271| RMSE:0.9191668
Iter:40| MAE:0.72798693| RMSE:0.9191219
Iter:41| MAE:0.72794616| RMSE:0.9190779
Iter:42| MAE:0.72791475| RMSE:0.9190414
Iter:43| MAE:0.727882| RMSE:0.919008
Iter:44| MAE:0.7278523| RMSE:0.91897905
Iter:45| MAE:0.7278267| RMSE:0.91895473
Iter:46| MAE:0.727807| RMSE:0.91892886
Iter:47| MAE:0.7277854| RMSE:0.91890997
Iter:48| MAE:0.727768| RMSE:0.9188935
Iter:49| MAE:0.7277517| RMSE:0.9188779
Iter:50| MAE:0.7277358| RMSE:0.9188655
Iter:51| MAE:0.7277228| RMSE:0.9188518
Iter:52| MAE:0.7277088| RMSE:0.91883904
Iter:53| MAE:0.727697| RMSE:0.91882974
Iter:54| MAE:0.72768694| RMSE:0.91881996
Iter:55| MAE:0.72768027| RMSE:0.91881174
Iter:56| MAE:0.72767246| RMSE:0.9188039
Iter:57| MAE:0.7276667| RMSE:0.91879606
Iter:58| MAE:0.7276595| RMSE:0.9187901
Iter:59| MAE:0.72765213| RMSE:0.91878444
Iter:60| MAE:0.7276453| RMSE:0.91877884
Iter:61| MAE:0.727641| RMSE:0.9187732
Iter:62| MAE:0.7276369| RMSE:0.9187687
Iter:63| MAE:0.7276334| RMSE:0.9187648
Iter:64| MAE:0.7276312| RMSE:0.9187625
Iter:65| MAE:0.72762793| RMSE:0.918759
Iter:66| MAE:0.72762465| RMSE:0.9187571
Iter:67| MAE:0.7276221| RMSE:0.91875464
Iter:68| MAE:0.7276192| RMSE:0.91875255
Iter:69| MAE:0.7276191| RMSE:0.9187505
Iter:70| MAE:0.7276173| RMSE:0.9187491
Iter:71| MAE:0.7276158| RMSE:0.9187472
Iter:72| MAE:0.72761333| RMSE:0.91874623
Iter:73| MAE:0.72761196| RMSE:0.9187445
Iter:74| MAE:0.72761077| RMSE:0.9187432
Iter:75| MAE:0.7276099| RMSE:0.9187416
Iter:76| MAE:0.72760904| RMSE:0.91874063
Iter:77| MAE:0.727608| RMSE:0.9187398
Iter:78| MAE:0.72760683| RMSE:0.9187394
Iter:79| MAE:0.7276063| RMSE:0.9187387
Iter:80| MAE:0.727606| RMSE:0.91873807
Iter:81| MAE:0.7276053| RMSE:0.9187375
Iter:82| MAE:0.727605| RMSE:0.9187372
Iter:83| MAE:0.7276045| RMSE:0.91873664
Iter:84| MAE:0.7276042| RMSE:0.918736
Iter:85| MAE:0.727604| RMSE:0.91873586
Iter:86| MAE:0.7276039| RMSE:0.9187356
Iter:87| MAE:0.72760403| RMSE:0.918735
Iter:88| MAE:0.7276039| RMSE:0.9187351
Iter:89| MAE:0.7276035| RMSE:0.91873485
Iter:90| MAE:0.7276035| RMSE:0.91873485
Iter:91| MAE:0.7276033| RMSE:0.9187347
Iter:92| MAE:0.7276032| RMSE:0.9187344
Iter:93| MAE:0.7276031| RMSE:0.91873425
Iter:94| MAE:0.7276027| RMSE:0.918734
Iter:95| MAE:0.72760266| RMSE:0.91873395
Iter:96| MAE:0.7276024| RMSE:0.9187339
Iter:97| MAE:0.7276023| RMSE:0.9187337
Iter:98| MAE:0.7276022| RMSE:0.91873354
Iter:99| MAE:0.7276023| RMSE:0.9187336
MAE:0.72760224| RMSE:0.9187336
