d: 20
lambda: 0.001
gamma: 0.8
rho: 1.0
fnTrainingData: ../ML100K/generality/copy5.train
fnTestData: ../ML100K/generality/copy5.test
fnOutputData: ./testResult/FPMF_0.001_1_10_10_100K_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
start_hybrid_averaging_iterations: 10
local_train_iterations: 10
Iter:0| MAE:2.53195| RMSE:2.7700632
Iter:1| MAE:2.53195| RMSE:2.7700632
Iter:2| MAE:2.53195| RMSE:2.7700632
Iter:3| MAE:2.53195| RMSE:2.7700632
Iter:4| MAE:2.53195| RMSE:2.7700632
Iter:5| MAE:2.53195| RMSE:2.7700632
Iter:6| MAE:2.53195| RMSE:2.7700632
Iter:7| MAE:2.53195| RMSE:2.7700632
Iter:8| MAE:1.3593882| RMSE:1.568356
Iter:9| MAE:1.1160173| RMSE:1.4294318
Iter:10| MAE:1.6976229| RMSE:1.9167392
Iter:11| MAE:0.85149026| RMSE:1.1115153
Iter:12| MAE:0.8951779| RMSE:1.0768434
Iter:13| MAE:0.75554377| RMSE:0.9755078
Iter:14| MAE:0.7627878| RMSE:0.95155334
Iter:15| MAE:0.74467576| RMSE:0.94396067
Iter:16| MAE:0.74616224| RMSE:0.94248265
Iter:17| MAE:0.7451275| RMSE:0.94182056
Iter:18| MAE:0.7447072| RMSE:0.9413863
Iter:19| MAE:0.74439937| RMSE:0.9410819
Iter:20| MAE:0.744169| RMSE:0.940849
Iter:21| MAE:0.7439906| RMSE:0.9406786
Iter:22| MAE:0.7438482| RMSE:0.9405514
Iter:23| MAE:0.7437356| RMSE:0.9404493
Iter:24| MAE:0.743642| RMSE:0.940371
Iter:25| MAE:0.74356073| RMSE:0.9403001
Iter:26| MAE:0.7434971| RMSE:0.9402425
Iter:27| MAE:0.7434427| RMSE:0.9401986
Iter:28| MAE:0.7433964| RMSE:0.9401612
Iter:29| MAE:0.7433608| RMSE:0.9401321
Iter:30| MAE:0.7433239| RMSE:0.940106
Iter:31| MAE:0.7432954| RMSE:0.94008315
Iter:32| MAE:0.74327344| RMSE:0.9400647
Iter:33| MAE:0.7432532| RMSE:0.940047
Iter:34| MAE:0.7432343| RMSE:0.940033
Iter:35| MAE:0.74321836| RMSE:0.9400197
Iter:36| MAE:0.74320525| RMSE:0.9400091
Iter:37| MAE:0.7431956| RMSE:0.9400003
Iter:38| MAE:0.7431804| RMSE:0.93999326
Iter:39| MAE:0.7431705| RMSE:0.93998617
Iter:40| MAE:0.74315995| RMSE:0.93998045
Iter:41| MAE:0.7431536| RMSE:0.93997407
Iter:42| MAE:0.74314725| RMSE:0.9399702
Iter:43| MAE:0.7431401| RMSE:0.93996525
Iter:44| MAE:0.7431346| RMSE:0.9399602
Iter:45| MAE:0.74312705| RMSE:0.93995786
Iter:46| MAE:0.7431234| RMSE:0.939955
Iter:47| MAE:0.7431215| RMSE:0.939952
Iter:48| MAE:0.7431174| RMSE:0.93994975
Iter:49| MAE:0.74311435| RMSE:0.9399481
Iter:50| MAE:0.7431111| RMSE:0.93994504
Iter:51| MAE:0.74310917| RMSE:0.9399434
Iter:52| MAE:0.74310774| RMSE:0.9399423
Iter:53| MAE:0.7431054| RMSE:0.93994117
Iter:54| MAE:0.74310315| RMSE:0.93993896
Iter:55| MAE:0.743101| RMSE:0.939938
Iter:56| MAE:0.7430994| RMSE:0.9399375
Iter:57| MAE:0.74309754| RMSE:0.93993634
Iter:58| MAE:0.74309605| RMSE:0.93993604
Iter:59| MAE:0.74309474| RMSE:0.9399337
Iter:60| MAE:0.74309427| RMSE:0.9399328
Iter:61| MAE:0.7430924| RMSE:0.93993264
Iter:62| MAE:0.7430922| RMSE:0.9399329
Iter:63| MAE:0.7430926| RMSE:0.9399325
Iter:64| MAE:0.7430918| RMSE:0.93993294
Iter:65| MAE:0.74309087| RMSE:0.93993247
Iter:66| MAE:0.7430904| RMSE:0.9399324
Iter:67| MAE:0.74309033| RMSE:0.939932
Iter:68| MAE:0.74309087| RMSE:0.93993145
Iter:69| MAE:0.74308985| RMSE:0.93993115
Iter:70| MAE:0.7430896| RMSE:0.93993104
Iter:71| MAE:0.7430899| RMSE:0.93993086
Iter:72| MAE:0.74308866| RMSE:0.93993115
Iter:73| MAE:0.7430884| RMSE:0.9399307
Iter:74| MAE:0.7430878| RMSE:0.9399303
Iter:75| MAE:0.7430872| RMSE:0.93993056
Iter:76| MAE:0.7430871| RMSE:0.93993044
Iter:77| MAE:0.74308723| RMSE:0.9399304
Iter:78| MAE:0.74308723| RMSE:0.93993044
Iter:79| MAE:0.7430871| RMSE:0.93993044
Iter:80| MAE:0.7430869| RMSE:0.93993026
Iter:81| MAE:0.7430867| RMSE:0.9399301
Iter:82| MAE:0.7430868| RMSE:0.93992996
Iter:83| MAE:0.7430864| RMSE:0.9399299
Iter:84| MAE:0.74308634| RMSE:0.93993
Iter:85| MAE:0.74308616| RMSE:0.9399299
Iter:86| MAE:0.74308616| RMSE:0.93993
Iter:87| MAE:0.7430863| RMSE:0.9399299
Iter:88| MAE:0.7430861| RMSE:0.9399299
Iter:89| MAE:0.7430862| RMSE:0.93992996
Iter:90| MAE:0.74308664| RMSE:0.9399299
Iter:91| MAE:0.7430867| RMSE:0.93992966
Iter:92| MAE:0.7430866| RMSE:0.93992966
Iter:93| MAE:0.74308664| RMSE:0.93992966
Iter:94| MAE:0.7430865| RMSE:0.93992984
Iter:95| MAE:0.7430864| RMSE:0.93992984
Iter:96| MAE:0.7430863| RMSE:0.9399298
Iter:97| MAE:0.74308604| RMSE:0.9399298
Iter:98| MAE:0.74308604| RMSE:0.93992984
Iter:99| MAE:0.7430859| RMSE:0.93992966
MAE:0.7430858| RMSE:0.93992954
