d: 20
lambda: 0.001
gamma: 0.8
rho: 1.0
fnTrainingData: ../ML100K/generality/copy2.train
fnTestData: ../ML100K/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_1_10_10_100K_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
start_hybrid_averaging_iterations: 10
local_train_iterations: 10
Iter:0| MAE:2.5366| RMSE:2.7709925
Iter:1| MAE:2.5366| RMSE:2.7709925
Iter:2| MAE:2.5366| RMSE:2.7709925
Iter:3| MAE:2.5366| RMSE:2.7709925
Iter:4| MAE:2.5366| RMSE:2.7709925
Iter:5| MAE:2.5366| RMSE:2.7709925
Iter:6| MAE:2.5366| RMSE:2.7709925
Iter:7| MAE:2.474448| RMSE:2.6993763
Iter:8| MAE:0.79144895| RMSE:1.0305542
Iter:9| MAE:0.8921448| RMSE:1.077698
Iter:10| MAE:0.8410643| RMSE:1.1009043
Iter:11| MAE:0.9194293| RMSE:1.105316
Iter:12| MAE:0.7726013| RMSE:0.9962199
Iter:13| MAE:0.78001064| RMSE:0.9668357
Iter:14| MAE:0.7390754| RMSE:0.94551927
Iter:15| MAE:0.7427764| RMSE:0.9401074
Iter:16| MAE:0.7392066| RMSE:0.9389931
Iter:17| MAE:0.7388164| RMSE:0.93835527
Iter:18| MAE:0.7383654| RMSE:0.93797094
Iter:19| MAE:0.73805606| RMSE:0.93769896
Iter:20| MAE:0.73784345| RMSE:0.9375184
Iter:21| MAE:0.737687| RMSE:0.9373887
Iter:22| MAE:0.73756516| RMSE:0.9372796
Iter:23| MAE:0.7374663| RMSE:0.93720007
Iter:24| MAE:0.73739064| RMSE:0.93714356
Iter:25| MAE:0.73732495| RMSE:0.9370969
Iter:26| MAE:0.7372704| RMSE:0.937062
Iter:27| MAE:0.7372258| RMSE:0.9370369
Iter:28| MAE:0.7371868| RMSE:0.93701273
Iter:29| MAE:0.7371574| RMSE:0.93699837
Iter:30| MAE:0.7371335| RMSE:0.93698406
Iter:31| MAE:0.7371093| RMSE:0.9369741
Iter:32| MAE:0.73709035| RMSE:0.93696433
Iter:33| MAE:0.7370766| RMSE:0.93695766
Iter:34| MAE:0.73705894| RMSE:0.93695235
Iter:35| MAE:0.7370472| RMSE:0.9369475
Iter:36| MAE:0.73703927| RMSE:0.9369438
Iter:37| MAE:0.7370277| RMSE:0.9369407
Iter:38| MAE:0.7370216| RMSE:0.9369385
Iter:39| MAE:0.73701304| RMSE:0.936937
Iter:40| MAE:0.73700804| RMSE:0.9369335
Iter:41| MAE:0.7370024| RMSE:0.93693215
Iter:42| MAE:0.736996| RMSE:0.93693113
Iter:43| MAE:0.73699313| RMSE:0.9369296
Iter:44| MAE:0.73698705| RMSE:0.9369272
Iter:45| MAE:0.7369848| RMSE:0.9369275
Iter:46| MAE:0.7369843| RMSE:0.93692595
Iter:47| MAE:0.73698163| RMSE:0.9369269
Iter:48| MAE:0.7369817| RMSE:0.9369257
Iter:49| MAE:0.7369787| RMSE:0.93692416
Iter:50| MAE:0.736977| RMSE:0.93692416
Iter:51| MAE:0.7369757| RMSE:0.9369251
Iter:52| MAE:0.7369746| RMSE:0.93692434
Iter:53| MAE:0.7369738| RMSE:0.93692374
Iter:54| MAE:0.73697037| RMSE:0.93692285
Iter:55| MAE:0.736968| RMSE:0.9369226
Iter:56| MAE:0.73696727| RMSE:0.936923
Iter:57| MAE:0.7369666| RMSE:0.9369222
Iter:58| MAE:0.73696357| RMSE:0.9369222
Iter:59| MAE:0.73696303| RMSE:0.9369212
Iter:60| MAE:0.7369615| RMSE:0.9369216
Iter:61| MAE:0.7369613| RMSE:0.9369222
Iter:62| MAE:0.73696125| RMSE:0.9369217
Iter:63| MAE:0.7369604| RMSE:0.93692124
Iter:64| MAE:0.73695976| RMSE:0.9369211
Iter:65| MAE:0.7369605| RMSE:0.93692076
Iter:66| MAE:0.73695976| RMSE:0.936921
Iter:67| MAE:0.7369597| RMSE:0.93692064
Iter:68| MAE:0.73695993| RMSE:0.9369201
Iter:69| MAE:0.73695976| RMSE:0.93692017
Iter:70| MAE:0.7369599| RMSE:0.9369198
Iter:71| MAE:0.7369606| RMSE:0.9369198
Iter:72| MAE:0.736961| RMSE:0.93691975
Iter:73| MAE:0.7369606| RMSE:0.93691987
Iter:74| MAE:0.73696005| RMSE:0.93692005
Iter:75| MAE:0.73696053| RMSE:0.93691987
Iter:76| MAE:0.7369605| RMSE:0.9369202
Iter:77| MAE:0.73696| RMSE:0.93692005
Iter:78| MAE:0.7369601| RMSE:0.93691987
Iter:79| MAE:0.7369605| RMSE:0.9369196
Iter:80| MAE:0.73696053| RMSE:0.9369197
Iter:81| MAE:0.7369608| RMSE:0.93691975
Iter:82| MAE:0.736961| RMSE:0.9369197
Iter:83| MAE:0.73696077| RMSE:0.9369196
Iter:84| MAE:0.73696053| RMSE:0.93691975
Iter:85| MAE:0.7369603| RMSE:0.93691987
Iter:86| MAE:0.7369602| RMSE:0.93692005
Iter:87| MAE:0.73696023| RMSE:0.93692005
Iter:88| MAE:0.7369605| RMSE:0.93692017
Iter:89| MAE:0.7369607| RMSE:0.9369202
Iter:90| MAE:0.73696053| RMSE:0.9369202
Iter:91| MAE:0.7369606| RMSE:0.9369203
Iter:92| MAE:0.7369605| RMSE:0.93692064
Iter:93| MAE:0.7369605| RMSE:0.9369206
Iter:94| MAE:0.7369605| RMSE:0.9369206
Iter:95| MAE:0.7369604| RMSE:0.93692076
Iter:96| MAE:0.7369605| RMSE:0.9369207
Iter:97| MAE:0.73696035| RMSE:0.9369207
Iter:98| MAE:0.73696035| RMSE:0.93692064
Iter:99| MAE:0.73696035| RMSE:0.93692076
MAE:0.7369605| RMSE:0.93692076
