d: 20
lambda: 0.001
delta_o: 1.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy1.train
fnTestData: ../ML1M/generality/copy1.test
fnOutputData: ./testResult/FSVD_0.001_3_1M_copy_1.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 3.0
num_iterations: 100
Iter:0| MAE:2.5796762| RMSE:2.811369
Iter:1| MAE:0.9389914| RMSE:1.2002794
Iter:2| MAE:0.86618984| RMSE:1.11254
Iter:3| MAE:0.8052153| RMSE:1.0267649
Iter:4| MAE:0.77997106| RMSE:0.98898894
Iter:5| MAE:0.7717739| RMSE:0.98947525
Iter:6| MAE:0.7614639| RMSE:0.97275174
Iter:7| MAE:0.75319475| RMSE:0.9634651
Iter:8| MAE:0.74711525| RMSE:0.94730735
Iter:9| MAE:0.74611133| RMSE:0.9547017
Iter:10| MAE:0.7408111| RMSE:0.9423922
Iter:11| MAE:0.7386381| RMSE:0.9443561
Iter:12| MAE:0.73723817| RMSE:0.9413894
Iter:13| MAE:0.73250186| RMSE:0.9324787
Iter:14| MAE:0.73037493| RMSE:0.9317871
Iter:15| MAE:0.7297957| RMSE:0.9319825
Iter:16| MAE:0.7293362| RMSE:0.93274355
Iter:17| MAE:0.72797537| RMSE:0.92921036
Iter:18| MAE:0.7268872| RMSE:0.92702496
Iter:19| MAE:0.72695136| RMSE:0.9299145
Iter:20| MAE:0.7258587| RMSE:0.92604405
Iter:21| MAE:0.7247305| RMSE:0.9249243
Iter:22| MAE:0.723793| RMSE:0.92402357
Iter:23| MAE:0.7235367| RMSE:0.92354417
Iter:24| MAE:0.7231751| RMSE:0.9233028
Iter:25| MAE:0.72278935| RMSE:0.922069
Iter:26| MAE:0.7222467| RMSE:0.9211583
Iter:27| MAE:0.7221859| RMSE:0.92163795
Iter:28| MAE:0.721867| RMSE:0.92084104
Iter:29| MAE:0.7212409| RMSE:0.9198954
Iter:30| MAE:0.721377| RMSE:0.92018
Iter:31| MAE:0.72102064| RMSE:0.9193784
Iter:32| MAE:0.7212227| RMSE:0.9201045
Iter:33| MAE:0.720846| RMSE:0.918988
Iter:34| MAE:0.72075546| RMSE:0.91875887
Iter:35| MAE:0.72081304| RMSE:0.91859233
Iter:36| MAE:0.72070223| RMSE:0.91877264
Iter:37| MAE:0.72052854| RMSE:0.91828954
Iter:38| MAE:0.7206295| RMSE:0.91804016
Iter:39| MAE:0.7205126| RMSE:0.9182215
Iter:40| MAE:0.7201396| RMSE:0.9179109
Iter:41| MAE:0.72016156| RMSE:0.91752064
Iter:42| MAE:0.72014165| RMSE:0.91770065
Iter:43| MAE:0.72018594| RMSE:0.9173155
Iter:44| MAE:0.71986365| RMSE:0.9171878
Iter:45| MAE:0.7199023| RMSE:0.91717714
Iter:46| MAE:0.7199642| RMSE:0.9170547
Iter:47| MAE:0.7197144| RMSE:0.91698074
Iter:48| MAE:0.71971345| RMSE:0.91709346
Iter:49| MAE:0.71976715| RMSE:0.9167697
Iter:50| MAE:0.71957403| RMSE:0.9166831
Iter:51| MAE:0.7196382| RMSE:0.916678
Iter:52| MAE:0.7196776| RMSE:0.9166404
Iter:53| MAE:0.7196753| RMSE:0.9165914
Iter:54| MAE:0.7195818| RMSE:0.9165612
Iter:55| MAE:0.7196284| RMSE:0.91636735
Iter:56| MAE:0.719647| RMSE:0.91649985
Iter:57| MAE:0.7195719| RMSE:0.91631305
Iter:58| MAE:0.7195398| RMSE:0.9163572
Iter:59| MAE:0.7194892| RMSE:0.9162818
Iter:60| MAE:0.71949273| RMSE:0.9163295
Iter:61| MAE:0.7195574| RMSE:0.9162308
Iter:62| MAE:0.71948314| RMSE:0.91626775
Iter:63| MAE:0.7194472| RMSE:0.9162597
Iter:64| MAE:0.7194808| RMSE:0.91623425
Iter:65| MAE:0.7194429| RMSE:0.91619176
Iter:66| MAE:0.7193822| RMSE:0.916141
Iter:67| MAE:0.71940035| RMSE:0.9161126
Iter:68| MAE:0.7193569| RMSE:0.91611254
Iter:69| MAE:0.71941143| RMSE:0.9161196
Iter:70| MAE:0.7193827| RMSE:0.916081
Iter:71| MAE:0.7193901| RMSE:0.9161686
Iter:72| MAE:0.719428| RMSE:0.9161249
Iter:73| MAE:0.7194042| RMSE:0.9160747
Iter:74| MAE:0.719374| RMSE:0.9160281
Iter:75| MAE:0.7193792| RMSE:0.91607976
Iter:76| MAE:0.7193744| RMSE:0.91608083
Iter:77| MAE:0.71939534| RMSE:0.9160011
