d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML100K/generality/copy3.train
fnTestData: ../ML100K/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_3_100K_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
rho: 3.0
num_iterations: 100
Iter:0| MAE:2.53265| RMSE:2.7731118
Iter:1| MAE:1.531378| RMSE:1.947953
Iter:2| MAE:1.0715961| RMSE:1.4399608
Iter:3| MAE:0.8980058| RMSE:1.189779
Iter:4| MAE:0.8191011| RMSE:1.059778
Iter:5| MAE:0.804524| RMSE:1.0320196
Iter:6| MAE:0.79646933| RMSE:1.0137241
Iter:7| MAE:0.78929675| RMSE:1.0020643
Iter:8| MAE:0.7919181| RMSE:1.0023412
Iter:9| MAE:0.7880693| RMSE:0.9992709
Iter:10| MAE:0.78910154| RMSE:0.9995393
Iter:11| MAE:0.78955597| RMSE:0.9998143
Iter:12| MAE:0.78900135| RMSE:0.9991652
Iter:13| MAE:0.78982246| RMSE:1.0001519
Iter:14| MAE:0.79026306| RMSE:1.0001526
Iter:15| MAE:0.7878627| RMSE:0.99817747
Iter:16| MAE:0.7872629| RMSE:0.9973203
Iter:17| MAE:0.7901146| RMSE:0.9993228
Iter:18| MAE:0.78875476| RMSE:0.998414
Iter:19| MAE:0.78832304| RMSE:0.9980764
Iter:20| MAE:0.7867062| RMSE:0.99623144
Iter:21| MAE:0.7882738| RMSE:0.9973511
Iter:22| MAE:0.7884315| RMSE:0.99756837
Iter:23| MAE:0.78727543| RMSE:0.9966012
Iter:24| MAE:0.7879419| RMSE:0.99705863
Iter:25| MAE:0.78855467| RMSE:0.99743736
Iter:26| MAE:0.7875354| RMSE:0.9966483
Iter:27| MAE:0.78711295| RMSE:0.9961571
Iter:28| MAE:0.788167| RMSE:0.9970054
Iter:29| MAE:0.78806293| RMSE:0.9967075
Iter:30| MAE:0.7881509| RMSE:0.99682456
Iter:31| MAE:0.787913| RMSE:0.9966698
Iter:32| MAE:0.78754735| RMSE:0.99641836
Iter:33| MAE:0.7875092| RMSE:0.9962705
Iter:34| MAE:0.7875597| RMSE:0.99623406
Iter:35| MAE:0.78734297| RMSE:0.99599314
Iter:36| MAE:0.7876332| RMSE:0.9961047
Iter:37| MAE:0.78777385| RMSE:0.9962322
Iter:38| MAE:0.78788614| RMSE:0.9963126
Iter:39| MAE:0.78772503| RMSE:0.9961969
Iter:40| MAE:0.78735006| RMSE:0.9959202
Iter:41| MAE:0.7874781| RMSE:0.99605787
Iter:42| MAE:0.7874541| RMSE:0.99605745
Iter:43| MAE:0.78739893| RMSE:0.9959167
Iter:44| MAE:0.7873425| RMSE:0.99592626
Iter:45| MAE:0.7873882| RMSE:0.99597245
Iter:46| MAE:0.78740394| RMSE:0.9959014
Iter:47| MAE:0.7872389| RMSE:0.9957964
Iter:48| MAE:0.78725237| RMSE:0.9957975
Iter:49| MAE:0.7872661| RMSE:0.9958225
Iter:50| MAE:0.78720754| RMSE:0.9957764
Iter:51| MAE:0.7872755| RMSE:0.9958297
Iter:52| MAE:0.7873853| RMSE:0.9958836
Iter:53| MAE:0.78731364| RMSE:0.9958096
Iter:54| MAE:0.7873145| RMSE:0.9958066
Iter:55| MAE:0.7872891| RMSE:0.9957799
Iter:56| MAE:0.787299| RMSE:0.99578017
Iter:57| MAE:0.7872871| RMSE:0.99576735
Iter:58| MAE:0.7873297| RMSE:0.9958004
Iter:59| MAE:0.78729534| RMSE:0.99576545
Iter:60| MAE:0.78733313| RMSE:0.9957852
Iter:61| MAE:0.78729355| RMSE:0.99575
Iter:62| MAE:0.7872691| RMSE:0.99572015
Iter:63| MAE:0.7872756| RMSE:0.99572945
Iter:64| MAE:0.7872675| RMSE:0.99572575
Iter:65| MAE:0.787265| RMSE:0.9957246
Iter:66| MAE:0.78727317| RMSE:0.99572295
Iter:67| MAE:0.7872642| RMSE:0.9957138
Iter:68| MAE:0.787271| RMSE:0.9957271
Iter:69| MAE:0.7872674| RMSE:0.9957238
Iter:70| MAE:0.78727525| RMSE:0.99573046
Iter:71| MAE:0.78727895| RMSE:0.9957354
Iter:72| MAE:0.787281| RMSE:0.9957385
Iter:73| MAE:0.787278| RMSE:0.9957362
Iter:74| MAE:0.78728276| RMSE:0.995738
Iter:75| MAE:0.78728247| RMSE:0.99573827
Iter:76| MAE:0.78728735| RMSE:0.9957394
Iter:77| MAE:0.7872925| RMSE:0.9957417
Iter:78| MAE:0.7872952| RMSE:0.9957432
Iter:79| MAE:0.7873002| RMSE:0.9957458
Iter:80| MAE:0.787303| RMSE:0.99574524
Iter:81| MAE:0.78730327| RMSE:0.9957458
Iter:82| MAE:0.7872988| RMSE:0.995742
Iter:83| MAE:0.7872987| RMSE:0.995744
Iter:84| MAE:0.78729665| RMSE:0.99574286
Iter:85| MAE:0.7872984| RMSE:0.99574167
Iter:86| MAE:0.7872986| RMSE:0.99574167
Iter:87| MAE:0.7872988| RMSE:0.99574244
Iter:88| MAE:0.7872988| RMSE:0.9957421
Iter:89| MAE:0.78730017| RMSE:0.995742
Iter:90| MAE:0.78729945| RMSE:0.99574053
Iter:91| MAE:0.787301| RMSE:0.9957399
Iter:92| MAE:0.7873012| RMSE:0.99574
Iter:93| MAE:0.78730136| RMSE:0.9957399
Iter:94| MAE:0.78729993| RMSE:0.99573886
Iter:95| MAE:0.78729963| RMSE:0.9957381
Iter:96| MAE:0.7873005| RMSE:0.99573845
Iter:97| MAE:0.7873003| RMSE:0.9957382
Iter:98| MAE:0.78729993| RMSE:0.99573755
Iter:99| MAE:0.78729945| RMSE:0.99573684
MAE:0.78729945| RMSE:0.99573565
