d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy3.train
fnTestData: ../ML1M/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_0_1M_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 0.0
num_iterations: 100
Iter:0| MAE:2.5823426| RMSE:2.8127823
Iter:1| MAE:1.5182029| RMSE:1.9498811
Iter:2| MAE:1.0318608| RMSE:1.403776
Iter:3| MAE:0.84332776| RMSE:1.1259695
Iter:4| MAE:0.7700595| RMSE:0.99972606
Iter:5| MAE:0.7435234| RMSE:0.9517499
Iter:6| MAE:0.73683065| RMSE:0.9389023
Iter:7| MAE:0.7257654| RMSE:0.92213196
Iter:8| MAE:0.7199104| RMSE:0.9131427
Iter:9| MAE:0.7145681| RMSE:0.90668654
Iter:10| MAE:0.7102582| RMSE:0.9012399
Iter:11| MAE:0.70681417| RMSE:0.8966958
Iter:12| MAE:0.70399255| RMSE:0.8935381
Iter:13| MAE:0.7014929| RMSE:0.89090794
Iter:14| MAE:0.69973993| RMSE:0.88872343
Iter:15| MAE:0.6976906| RMSE:0.88676256
Iter:16| MAE:0.69585925| RMSE:0.88457793
Iter:17| MAE:0.6943644| RMSE:0.88296074
Iter:18| MAE:0.692979| RMSE:0.88130987
Iter:19| MAE:0.6923854| RMSE:0.8803469
Iter:20| MAE:0.6910048| RMSE:0.87894416
Iter:21| MAE:0.69033283| RMSE:0.87821823
Iter:22| MAE:0.6894262| RMSE:0.8772236
Iter:23| MAE:0.68841994| RMSE:0.8762702
Iter:24| MAE:0.68807036| RMSE:0.8756175
Iter:25| MAE:0.68761975| RMSE:0.87514967
Iter:26| MAE:0.6872298| RMSE:0.8747111
Iter:27| MAE:0.6868727| RMSE:0.87423635
Iter:28| MAE:0.6863427| RMSE:0.8737478
Iter:29| MAE:0.68601304| RMSE:0.87332225
Iter:30| MAE:0.6856608| RMSE:0.87296325
Iter:31| MAE:0.68538356| RMSE:0.8727341
Iter:32| MAE:0.68511564| RMSE:0.8724285
Iter:33| MAE:0.6849133| RMSE:0.8721854
Iter:34| MAE:0.6847198| RMSE:0.8719622
Iter:35| MAE:0.68450904| RMSE:0.8717597
Iter:36| MAE:0.6843661| RMSE:0.87162024
Iter:37| MAE:0.68425566| RMSE:0.87147665
Iter:38| MAE:0.68413967| RMSE:0.8713177
Iter:39| MAE:0.68408424| RMSE:0.8712152
Iter:40| MAE:0.68393135| RMSE:0.87109864
Iter:41| MAE:0.6838392| RMSE:0.87099427
Iter:42| MAE:0.683749| RMSE:0.87091154
Iter:43| MAE:0.6836551| RMSE:0.87081975
Iter:44| MAE:0.683602| RMSE:0.8707576
Iter:45| MAE:0.68351805| RMSE:0.8706825
Iter:46| MAE:0.6834356| RMSE:0.8706295
Iter:47| MAE:0.68339807| RMSE:0.8705809
Iter:48| MAE:0.6833797| RMSE:0.87053233
Iter:49| MAE:0.6833515| RMSE:0.87048614
Iter:50| MAE:0.6832914| RMSE:0.87043375
Iter:51| MAE:0.68324524| RMSE:0.87041086
Iter:52| MAE:0.6832268| RMSE:0.87037915
Iter:53| MAE:0.68318486| RMSE:0.87034595
Iter:54| MAE:0.6831738| RMSE:0.8703283
Iter:55| MAE:0.6831662| RMSE:0.87031555
Iter:56| MAE:0.68315226| RMSE:0.8702952
Iter:57| MAE:0.6831372| RMSE:0.870276
Iter:58| MAE:0.6831088| RMSE:0.87025267
Iter:59| MAE:0.6830919| RMSE:0.8702297
Iter:60| MAE:0.6830882| RMSE:0.87021947
Iter:61| MAE:0.68306166| RMSE:0.87020385
Iter:62| MAE:0.68305343| RMSE:0.87019366
Iter:63| MAE:0.6830417| RMSE:0.87018025
Iter:64| MAE:0.6830343| RMSE:0.8701745
Iter:65| MAE:0.68303436| RMSE:0.8701617
Iter:66| MAE:0.68302494| RMSE:0.870155
Iter:67| MAE:0.6830219| RMSE:0.8701528
Iter:68| MAE:0.68301946| RMSE:0.87014663
Iter:69| MAE:0.6830174| RMSE:0.87013936
Iter:70| MAE:0.6830154| RMSE:0.8701357
Iter:71| MAE:0.6830096| RMSE:0.87013185
Iter:72| MAE:0.68300664| RMSE:0.87012833
Iter:73| MAE:0.6830006| RMSE:0.8701267
Iter:74| MAE:0.6829931| RMSE:0.87012076
Iter:75| MAE:0.68299425| RMSE:0.8701185
Iter:76| MAE:0.6829897| RMSE:0.8701175
Iter:77| MAE:0.6829888| RMSE:0.8701139
Iter:78| MAE:0.682986| RMSE:0.87011343
Iter:79| MAE:0.68298316| RMSE:0.87011045
Iter:80| MAE:0.68298316| RMSE:0.87011033
Iter:81| MAE:0.68298024| RMSE:0.87011045
Iter:82| MAE:0.6829787| RMSE:0.8701087
Iter:83| MAE:0.68297744| RMSE:0.87010545
Iter:84| MAE:0.6829782| RMSE:0.8701051
Iter:85| MAE:0.68297714| RMSE:0.87010497
Iter:86| MAE:0.6829755| RMSE:0.87010354
Iter:87| MAE:0.682975| RMSE:0.8701038
Iter:88| MAE:0.68297374| RMSE:0.8701024
Iter:89| MAE:0.6829736| RMSE:0.87010217
Iter:90| MAE:0.6829729| RMSE:0.87010175
Iter:91| MAE:0.6829715| RMSE:0.8701012
Iter:92| MAE:0.6829706| RMSE:0.8700999
Iter:93| MAE:0.6829698| RMSE:0.87009877
Iter:94| MAE:0.6829698| RMSE:0.87009734
Iter:95| MAE:0.68297064| RMSE:0.870098
Iter:96| MAE:0.6829701| RMSE:0.87009805
Iter:97| MAE:0.68297017| RMSE:0.8700976
Iter:98| MAE:0.6829702| RMSE:0.8700978
Iter:99| MAE:0.68296987| RMSE:0.870098
MAE:0.68297| RMSE:0.8700973
