d: 20
lambda: 0.001
delta_o: 1.0
gamma: 0.01
fnTrainingData: ../ML100K/generality/copy2.train
fnTestData: ../ML100K/generality/copy2.test
fnOutputData: ./testResult/FSVD_0.001_2_100K_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
rho: 2.0
num_iterations: 100
Iter:0| MAE:2.5366| RMSE:2.7709925
Iter:1| MAE:0.9240123| RMSE:1.1791525
Iter:2| MAE:0.85452336| RMSE:1.096223
Iter:3| MAE:0.8050487| RMSE:1.0282601
Iter:4| MAE:0.795428| RMSE:1.0089778
Iter:5| MAE:0.7876932| RMSE:0.994363
Iter:6| MAE:0.7797002| RMSE:0.988703
Iter:7| MAE:0.776679| RMSE:0.9862221
Iter:8| MAE:0.7744991| RMSE:0.9818755
Iter:9| MAE:0.7698098| RMSE:0.97688293
Iter:10| MAE:0.7624839| RMSE:0.9700819
Iter:11| MAE:0.76191306| RMSE:0.9676409
Iter:12| MAE:0.7591933| RMSE:0.9665412
Iter:13| MAE:0.7576905| RMSE:0.96388
Iter:14| MAE:0.7540191| RMSE:0.96000457
Iter:15| MAE:0.7543185| RMSE:0.96112776
Iter:16| MAE:0.7534728| RMSE:0.95909435
Iter:17| MAE:0.75231487| RMSE:0.9578811
Iter:18| MAE:0.7526616| RMSE:0.95784575
Iter:19| MAE:0.751607| RMSE:0.95626223
Iter:20| MAE:0.7515732| RMSE:0.956905
Iter:21| MAE:0.75111014| RMSE:0.95512503
Iter:22| MAE:0.75002193| RMSE:0.955337
Iter:23| MAE:0.74899644| RMSE:0.95387423
Iter:24| MAE:0.7490268| RMSE:0.95435035
Iter:25| MAE:0.74928635| RMSE:0.95372397
Iter:26| MAE:0.7492781| RMSE:0.9529868
Iter:27| MAE:0.7481857| RMSE:0.95289236
Iter:28| MAE:0.7482778| RMSE:0.9522136
Iter:29| MAE:0.7484899| RMSE:0.95217377
Iter:30| MAE:0.74766594| RMSE:0.9516069
Iter:31| MAE:0.74713796| RMSE:0.95091623
Iter:32| MAE:0.7469761| RMSE:0.95064986
Iter:33| MAE:0.7468594| RMSE:0.9503141
Iter:34| MAE:0.74681616| RMSE:0.9504769
Iter:35| MAE:0.7474145| RMSE:0.9508624
Iter:36| MAE:0.7473605| RMSE:0.9504298
Iter:37| MAE:0.7469835| RMSE:0.9505964
Iter:38| MAE:0.74704266| RMSE:0.9507112
Iter:39| MAE:0.7470658| RMSE:0.9507273
Iter:40| MAE:0.7467294| RMSE:0.95039207
Iter:41| MAE:0.7468316| RMSE:0.95029014
Iter:42| MAE:0.746546| RMSE:0.9500058
Iter:43| MAE:0.74689955| RMSE:0.95032436
Iter:44| MAE:0.7466132| RMSE:0.9502943
Iter:45| MAE:0.74668586| RMSE:0.9500829
Iter:46| MAE:0.7465661| RMSE:0.9499066
Iter:47| MAE:0.7465834| RMSE:0.9499937
Iter:48| MAE:0.74646014| RMSE:0.9496438
Iter:49| MAE:0.7463334| RMSE:0.94951296
Iter:50| MAE:0.7462508| RMSE:0.94950044
Iter:51| MAE:0.7462582| RMSE:0.949586
Iter:52| MAE:0.74637526| RMSE:0.94961566
Iter:53| MAE:0.74645144| RMSE:0.94958436
Iter:54| MAE:0.74636257| RMSE:0.94964373
Iter:55| MAE:0.7463926| RMSE:0.9496554
Iter:56| MAE:0.74638855| RMSE:0.94961745
Iter:57| MAE:0.74631196| RMSE:0.94952655
Iter:58| MAE:0.7462573| RMSE:0.9495012
Iter:59| MAE:0.7462227| RMSE:0.9494633
Iter:60| MAE:0.74628365| RMSE:0.9495346
Iter:61| MAE:0.7463216| RMSE:0.9495064
Iter:62| MAE:0.7463428| RMSE:0.94946766
Iter:63| MAE:0.7463244| RMSE:0.94948834
Iter:64| MAE:0.7463241| RMSE:0.94946975
Iter:65| MAE:0.746337| RMSE:0.94951075
Iter:66| MAE:0.74633646| RMSE:0.9494487
Iter:67| MAE:0.7462873| RMSE:0.94940263
Iter:68| MAE:0.7462461| RMSE:0.9494139
Iter:69| MAE:0.74621874| RMSE:0.9493998
Iter:70| MAE:0.746207| RMSE:0.94935703
Iter:71| MAE:0.7462076| RMSE:0.9493396
Iter:72| MAE:0.74620056| RMSE:0.9493381
Iter:73| MAE:0.7462033| RMSE:0.94932723
Iter:74| MAE:0.7461912| RMSE:0.94934064
Iter:75| MAE:0.74618| RMSE:0.9493496
Iter:76| MAE:0.74618244| RMSE:0.9493284
Iter:77| MAE:0.7461769| RMSE:0.9493306
Iter:78| MAE:0.74615955| RMSE:0.9493314
Iter:79| MAE:0.74615914| RMSE:0.9493087
Iter:80| MAE:0.7461578| RMSE:0.9493078
Iter:81| MAE:0.7461693| RMSE:0.9492956
Iter:82| MAE:0.74617004| RMSE:0.9492821
Iter:83| MAE:0.74617815| RMSE:0.9492573
Iter:84| MAE:0.74617916| RMSE:0.94924325
Iter:85| MAE:0.7461869| RMSE:0.9492363
Iter:86| MAE:0.746196| RMSE:0.94922507
Iter:87| MAE:0.74620616| RMSE:0.9492193
Iter:88| MAE:0.74621314| RMSE:0.94921046
Iter:89| MAE:0.74622166| RMSE:0.94920003
Iter:90| MAE:0.74622595| RMSE:0.94919026
Iter:91| MAE:0.74623257| RMSE:0.9491768
Iter:92| MAE:0.74624133| RMSE:0.9491651
Iter:93| MAE:0.74625087| RMSE:0.9491529
Iter:94| MAE:0.7462534| RMSE:0.9491362
Iter:95| MAE:0.7462578| RMSE:0.9491245
Iter:96| MAE:0.7462705| RMSE:0.94910824
Iter:97| MAE:0.7462762| RMSE:0.94908816
Iter:98| MAE:0.7462824| RMSE:0.9490718
Iter:99| MAE:0.7462905| RMSE:0.94905996
MAE:0.7463023| RMSE:0.9490445
