d: 20
lambda: 0.001
delta_o: 1.0
gamma: 0.01
fnTrainingData: ../ML100K/generality/copy5.train
fnTestData: ../ML100K/generality/copy5.test
fnOutputData: ./testResult/FSVD_0.001_1_100K_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
rho: 1.0
num_iterations: 100
Iter:0| MAE:2.53195| RMSE:2.7700632
Iter:1| MAE:0.94679123| RMSE:1.1918817
Iter:2| MAE:0.86673915| RMSE:1.0929906
Iter:3| MAE:0.8170542| RMSE:1.0393935
Iter:4| MAE:0.7945645| RMSE:1.0104138
Iter:5| MAE:0.78472894| RMSE:1.002204
Iter:6| MAE:0.7721373| RMSE:0.9849321
Iter:7| MAE:0.76950896| RMSE:0.9747269
Iter:8| MAE:0.76523215| RMSE:0.97370774
Iter:9| MAE:0.7620997| RMSE:0.9699825
Iter:10| MAE:0.75533926| RMSE:0.96129125
Iter:11| MAE:0.7532137| RMSE:0.96060264
Iter:12| MAE:0.75341433| RMSE:0.95897454
Iter:13| MAE:0.75116| RMSE:0.9556874
Iter:14| MAE:0.7508947| RMSE:0.95581895
Iter:15| MAE:0.7532525| RMSE:0.95659286
Iter:16| MAE:0.7474364| RMSE:0.95174825
Iter:17| MAE:0.74792117| RMSE:0.951291
Iter:18| MAE:0.74578464| RMSE:0.94966185
Iter:19| MAE:0.74499184| RMSE:0.9489587
Iter:20| MAE:0.7445925| RMSE:0.9469919
Iter:21| MAE:0.7437476| RMSE:0.9460707
Iter:22| MAE:0.7425833| RMSE:0.94455177
Iter:23| MAE:0.74250245| RMSE:0.9450915
Iter:24| MAE:0.74187857| RMSE:0.9445097
Iter:25| MAE:0.7401842| RMSE:0.9426512
Iter:26| MAE:0.7411482| RMSE:0.94319606
Iter:27| MAE:0.74002916| RMSE:0.94181377
Iter:28| MAE:0.7404103| RMSE:0.94224197
Iter:29| MAE:0.7403101| RMSE:0.94191766
Iter:30| MAE:0.73998195| RMSE:0.94191605
Iter:31| MAE:0.74049765| RMSE:0.9416657
Iter:32| MAE:0.7400441| RMSE:0.94161195
Iter:33| MAE:0.7392206| RMSE:0.9410168
Iter:34| MAE:0.73978513| RMSE:0.9409748
Iter:35| MAE:0.739033| RMSE:0.9404598
Iter:36| MAE:0.73914236| RMSE:0.9405484
Iter:37| MAE:0.73925936| RMSE:0.94030684
Iter:38| MAE:0.73873425| RMSE:0.94018394
Iter:39| MAE:0.73868704| RMSE:0.9399463
Iter:40| MAE:0.7386245| RMSE:0.9397671
Iter:41| MAE:0.73833185| RMSE:0.9397423
Iter:42| MAE:0.738249| RMSE:0.9392878
Iter:43| MAE:0.73814976| RMSE:0.93945324
Iter:44| MAE:0.7384853| RMSE:0.9394997
Iter:45| MAE:0.7386458| RMSE:0.93960154
Iter:46| MAE:0.7386802| RMSE:0.9393973
Iter:47| MAE:0.7386878| RMSE:0.93945664
Iter:48| MAE:0.7387018| RMSE:0.93948746
Iter:49| MAE:0.73876244| RMSE:0.9395135
Iter:50| MAE:0.7387087| RMSE:0.93931603
Iter:51| MAE:0.7384994| RMSE:0.9393266
Iter:52| MAE:0.73846567| RMSE:0.9392591
Iter:53| MAE:0.7384887| RMSE:0.93912166
Iter:54| MAE:0.7385316| RMSE:0.9392957
Iter:55| MAE:0.7384934| RMSE:0.9392641
Iter:56| MAE:0.7384872| RMSE:0.9392189
Iter:57| MAE:0.7384575| RMSE:0.9392761
Iter:58| MAE:0.7384477| RMSE:0.9392697
Iter:59| MAE:0.73846686| RMSE:0.93922013
