d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy1.train
fnTestData: ../ML1M/generality/copy1.test
fnOutputData: ./testResult/FPMF_0.001_3_1M_copy_1.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 3.0
num_iterations: 100
Iter:0| MAE:2.5796762| RMSE:2.811369
Iter:1| MAE:1.5217417| RMSE:1.9516894
Iter:2| MAE:1.0614427| RMSE:1.4364215
Iter:3| MAE:0.8833133| RMSE:1.1751474
Iter:4| MAE:0.8120873| RMSE:1.0548781
Iter:5| MAE:0.78539836| RMSE:1.0071815
Iter:6| MAE:0.7759597| RMSE:0.98760545
Iter:7| MAE:0.7652323| RMSE:0.9693901
Iter:8| MAE:0.758946| RMSE:0.9606843
Iter:9| MAE:0.75749236| RMSE:0.95898956
Iter:10| MAE:0.75473565| RMSE:0.9560882
Iter:11| MAE:0.75283116| RMSE:0.9536516
Iter:12| MAE:0.749986| RMSE:0.95106417
Iter:13| MAE:0.74898237| RMSE:0.94981706
Iter:14| MAE:0.7470312| RMSE:0.9475602
Iter:15| MAE:0.7461145| RMSE:0.9462937
Iter:16| MAE:0.7443738| RMSE:0.9446851
Iter:17| MAE:0.7436927| RMSE:0.9439712
Iter:18| MAE:0.7423909| RMSE:0.9422914
Iter:19| MAE:0.74172014| RMSE:0.94147056
Iter:20| MAE:0.74074894| RMSE:0.9403227
Iter:21| MAE:0.7401884| RMSE:0.9397359
Iter:22| MAE:0.7399952| RMSE:0.93953353
Iter:23| MAE:0.73860115| RMSE:0.9378734
Iter:24| MAE:0.7384686| RMSE:0.9374987
Iter:25| MAE:0.73800904| RMSE:0.937196
Iter:26| MAE:0.7373783| RMSE:0.936203
Iter:27| MAE:0.7371566| RMSE:0.9359603
Iter:28| MAE:0.7370874| RMSE:0.93595064
Iter:29| MAE:0.73650396| RMSE:0.9351081
Iter:30| MAE:0.73625576| RMSE:0.9348075
Iter:31| MAE:0.736033| RMSE:0.9345223
Iter:32| MAE:0.73576415| RMSE:0.93419003
Iter:33| MAE:0.7355772| RMSE:0.9339359
Iter:34| MAE:0.7353736| RMSE:0.9335554
Iter:35| MAE:0.7353152| RMSE:0.9334229
Iter:36| MAE:0.73507124| RMSE:0.93315566
Iter:37| MAE:0.7349816| RMSE:0.9329597
Iter:38| MAE:0.7348979| RMSE:0.9328596
Iter:39| MAE:0.73475695| RMSE:0.93262273
Iter:40| MAE:0.7346784| RMSE:0.9325333
Iter:41| MAE:0.73462766| RMSE:0.932376
Iter:42| MAE:0.7345956| RMSE:0.9323067
Iter:43| MAE:0.73454005| RMSE:0.93218935
Iter:44| MAE:0.7344645| RMSE:0.9320731
Iter:45| MAE:0.7343831| RMSE:0.9319527
Iter:46| MAE:0.7342862| RMSE:0.931858
Iter:47| MAE:0.7342285| RMSE:0.9317924
Iter:48| MAE:0.7341935| RMSE:0.93172485
Iter:49| MAE:0.7341831| RMSE:0.9316617
Iter:50| MAE:0.73412263| RMSE:0.93158424
Iter:51| MAE:0.7340787| RMSE:0.9315126
Iter:52| MAE:0.73403364| RMSE:0.931452
Iter:53| MAE:0.7340052| RMSE:0.93139744
Iter:54| MAE:0.73399603| RMSE:0.9313807
Iter:55| MAE:0.7339588| RMSE:0.9313443
Iter:56| MAE:0.73393846| RMSE:0.93133193
Iter:57| MAE:0.73392946| RMSE:0.93130153
Iter:58| MAE:0.733893| RMSE:0.9312706
Iter:59| MAE:0.7338909| RMSE:0.9312526
Iter:60| MAE:0.7338899| RMSE:0.9312273
Iter:61| MAE:0.7338922| RMSE:0.9312161
Iter:62| MAE:0.7338753| RMSE:0.9311957
Iter:63| MAE:0.7338634| RMSE:0.93117064
Iter:64| MAE:0.733863| RMSE:0.9311579
Iter:65| MAE:0.7338514| RMSE:0.93114465
Iter:66| MAE:0.73385435| RMSE:0.93113333
Iter:67| MAE:0.7338587| RMSE:0.93112516
Iter:68| MAE:0.7338514| RMSE:0.9311183
Iter:69| MAE:0.73384565| RMSE:0.93110967
Iter:70| MAE:0.73384506| RMSE:0.93110263
Iter:71| MAE:0.7338343| RMSE:0.9310903
Iter:72| MAE:0.73382604| RMSE:0.9310816
Iter:73| MAE:0.7338218| RMSE:0.9310713
Iter:74| MAE:0.73382103| RMSE:0.93106425
Iter:75| MAE:0.73381704| RMSE:0.9310637
Iter:76| MAE:0.7338079| RMSE:0.93105966
Iter:77| MAE:0.7338125| RMSE:0.93105936
Iter:78| MAE:0.7338076| RMSE:0.9310534
Iter:79| MAE:0.73380697| RMSE:0.93104833
Iter:80| MAE:0.7338049| RMSE:0.93104684
Iter:81| MAE:0.73380435| RMSE:0.9310464
Iter:82| MAE:0.7338016| RMSE:0.9310398
Iter:83| MAE:0.73380035| RMSE:0.9310378
Iter:84| MAE:0.7337952| RMSE:0.9310336
Iter:85| MAE:0.7337961| RMSE:0.9310322
Iter:86| MAE:0.7337945| RMSE:0.9310297
Iter:87| MAE:0.7337911| RMSE:0.93102777
Iter:88| MAE:0.7337915| RMSE:0.9310257
Iter:89| MAE:0.73379153| RMSE:0.9310234
Iter:90| MAE:0.733792| RMSE:0.93102205
Iter:91| MAE:0.7337872| RMSE:0.9310192
Iter:92| MAE:0.7337866| RMSE:0.93101704
Iter:93| MAE:0.73378646| RMSE:0.931017
Iter:94| MAE:0.7337857| RMSE:0.931014
Iter:95| MAE:0.73378617| RMSE:0.93101215
Iter:96| MAE:0.7337853| RMSE:0.9310118
Iter:97| MAE:0.73378444| RMSE:0.93101
Iter:98| MAE:0.7337837| RMSE:0.93100685
Iter:99| MAE:0.7337825| RMSE:0.93100375
MAE:0.733781| RMSE:0.93100107
