d: 20
lambda: 0.001
delta_o: 1.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy4.train
fnTestData: ../ML1M/generality/copy4.test
fnOutputData: ./testResult/FSVD_0.001_1_1M_copy_4.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 1.0
num_iterations: 100
Iter:0| MAE:2.5821278| RMSE:2.813787
Iter:1| MAE:0.9583547| RMSE:1.2382098
Iter:2| MAE:0.8222478| RMSE:1.0536807
Iter:3| MAE:0.794049| RMSE:1.023314
Iter:4| MAE:0.7549747| RMSE:0.96290845
Iter:5| MAE:0.7395939| RMSE:0.94756234
Iter:6| MAE:0.73543525| RMSE:0.9441639
Iter:7| MAE:0.7261066| RMSE:0.9312866
Iter:8| MAE:0.72200173| RMSE:0.9278261
Iter:9| MAE:0.716276| RMSE:0.9187914
Iter:10| MAE:0.71424586| RMSE:0.9153762
Iter:11| MAE:0.7124336| RMSE:0.9127814
Iter:12| MAE:0.7088434| RMSE:0.90816534
Iter:13| MAE:0.70882857| RMSE:0.9118802
Iter:14| MAE:0.70685315| RMSE:0.9082864
Iter:15| MAE:0.7048732| RMSE:0.90487605
Iter:16| MAE:0.7036823| RMSE:0.9045553
Iter:17| MAE:0.70231456| RMSE:0.9011623
Iter:18| MAE:0.7011907| RMSE:0.898817
Iter:19| MAE:0.7003613| RMSE:0.898553
Iter:20| MAE:0.699578| RMSE:0.89715916
Iter:21| MAE:0.69871646| RMSE:0.89541054
Iter:22| MAE:0.69858485| RMSE:0.896555
Iter:23| MAE:0.6982434| RMSE:0.89529675
Iter:24| MAE:0.69739306| RMSE:0.8942852
Iter:25| MAE:0.69686| RMSE:0.89257044
Iter:26| MAE:0.6967532| RMSE:0.89303464
Iter:27| MAE:0.69629| RMSE:0.89248234
Iter:28| MAE:0.69616574| RMSE:0.89251965
Iter:29| MAE:0.6957193| RMSE:0.89149874
Iter:30| MAE:0.6954196| RMSE:0.8915736
Iter:31| MAE:0.695417| RMSE:0.8907323
Iter:32| MAE:0.6954531| RMSE:0.89039683
Iter:33| MAE:0.69484687| RMSE:0.8901598
Iter:34| MAE:0.6948355| RMSE:0.889786
Iter:35| MAE:0.6946579| RMSE:0.8898191
Iter:36| MAE:0.69445455| RMSE:0.88906485
Iter:37| MAE:0.6944415| RMSE:0.8890622
Iter:38| MAE:0.69427544| RMSE:0.88893217
Iter:39| MAE:0.694168| RMSE:0.8889366
Iter:40| MAE:0.6940898| RMSE:0.888327
Iter:41| MAE:0.6940988| RMSE:0.8883491
Iter:42| MAE:0.6939503| RMSE:0.8880576
Iter:43| MAE:0.6938713| RMSE:0.8882679
Iter:44| MAE:0.6939353| RMSE:0.88789994
Iter:45| MAE:0.6937598| RMSE:0.8879541
Iter:46| MAE:0.69375235| RMSE:0.88751876
Iter:47| MAE:0.6936479| RMSE:0.8875967
Iter:48| MAE:0.6934753| RMSE:0.8875389
Iter:49| MAE:0.6936662| RMSE:0.88762295
Iter:50| MAE:0.69363916| RMSE:0.8875236
Iter:51| MAE:0.69364005| RMSE:0.8875037
Iter:52| MAE:0.69358957| RMSE:0.88730365
Iter:53| MAE:0.693505| RMSE:0.88748944
Iter:54| MAE:0.69351465| RMSE:0.8872304
Iter:55| MAE:0.69342726| RMSE:0.88724595
Iter:56| MAE:0.693375| RMSE:0.88710165
Iter:57| MAE:0.69336265| RMSE:0.8870632
Iter:58| MAE:0.69342726| RMSE:0.8870453
Iter:59| MAE:0.69336987| RMSE:0.887107
Iter:60| MAE:0.69340867| RMSE:0.88706553
Iter:61| MAE:0.69338983| RMSE:0.8871768
Iter:62| MAE:0.6933476| RMSE:0.88707095
Iter:63| MAE:0.6933221| RMSE:0.8870235
Iter:64| MAE:0.69332933| RMSE:0.8869906
Iter:65| MAE:0.6933111| RMSE:0.8870103
Iter:66| MAE:0.69326544| RMSE:0.88699317
Iter:67| MAE:0.6932853| RMSE:0.8869175
Iter:68| MAE:0.6932683| RMSE:0.8869414
Iter:69| MAE:0.69327176| RMSE:0.8869644
Iter:70| MAE:0.6932856| RMSE:0.88689864
Iter:71| MAE:0.69327587| RMSE:0.8869678
Iter:72| MAE:0.69328713| RMSE:0.8869814
Iter:73| MAE:0.6932795| RMSE:0.8869957
Iter:74| MAE:0.69327253| RMSE:0.8869074
Iter:75| MAE:0.6932664| RMSE:0.886875
Iter:76| MAE:0.6932951| RMSE:0.8868178
Iter:77| MAE:0.6932877| RMSE:0.88689625
Iter:78| MAE:0.6932906| RMSE:0.88695455
Iter:79| MAE:0.6933047| RMSE:0.8868815
Iter:80| MAE:0.693306| RMSE:0.8869093
Iter:81| MAE:0.6933037| RMSE:0.8868863
Iter:82| MAE:0.693303| RMSE:0.8868937
Iter:83| MAE:0.6932984| RMSE:0.88684833
Iter:84| MAE:0.69330186| RMSE:0.88685215
Iter:85| MAE:0.6932947| RMSE:0.88684183
Iter:86| MAE:0.69330657| RMSE:0.88681495
Iter:87| MAE:0.6932871| RMSE:0.8868444
Iter:88| MAE:0.693281| RMSE:0.8868302
Iter:89| MAE:0.6932909| RMSE:0.88679695
Iter:90| MAE:0.69329834| RMSE:0.8867729
Iter:91| MAE:0.6932995| RMSE:0.8867607
Iter:92| MAE:0.69329864| RMSE:0.8867646
Iter:93| MAE:0.69330347| RMSE:0.8867444
Iter:94| MAE:0.693307| RMSE:0.8867221
Iter:95| MAE:0.69331646| RMSE:0.8866785
Iter:96| MAE:0.693316| RMSE:0.8866686
Iter:97| MAE:0.6933229| RMSE:0.886644
Iter:98| MAE:0.6933307| RMSE:0.8866032
Iter:99| MAE:0.69333833| RMSE:0.8865731
MAE:0.69334275| RMSE:0.88653916
