d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy4.train
fnTestData: ../ML1M/generality/copy4.test
fnOutputData: ./testResult/FPMF_0.001_3_1M_copy_4.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 3.0
num_iterations: 100
Iter:0| MAE:2.5821278| RMSE:2.813787
Iter:1| MAE:1.526863| RMSE:1.9578749
Iter:2| MAE:1.0498703| RMSE:1.4225019
Iter:3| MAE:0.862044| RMSE:1.1414129
Iter:4| MAE:0.80265963| RMSE:1.0357332
Iter:5| MAE:0.784539| RMSE:1.002792
Iter:6| MAE:0.77295566| RMSE:0.98379
Iter:7| MAE:0.7658612| RMSE:0.97103924
Iter:8| MAE:0.75897944| RMSE:0.96172506
Iter:9| MAE:0.7559026| RMSE:0.9585071
Iter:10| MAE:0.7540658| RMSE:0.95587
Iter:11| MAE:0.7515227| RMSE:0.95284986
Iter:12| MAE:0.7496617| RMSE:0.9511598
Iter:13| MAE:0.74865943| RMSE:0.94989437
Iter:14| MAE:0.7471016| RMSE:0.9481851
Iter:15| MAE:0.745695| RMSE:0.9468763
Iter:16| MAE:0.7449602| RMSE:0.945707
Iter:17| MAE:0.74367166| RMSE:0.944414
Iter:18| MAE:0.7427192| RMSE:0.943251
Iter:19| MAE:0.7416181| RMSE:0.94194484
Iter:20| MAE:0.7413233| RMSE:0.9414868
Iter:21| MAE:0.74016756| RMSE:0.93997276
Iter:22| MAE:0.7395213| RMSE:0.9396025
Iter:23| MAE:0.73894185| RMSE:0.9387637
Iter:24| MAE:0.7384087| RMSE:0.9381421
Iter:25| MAE:0.737905| RMSE:0.9374905
Iter:26| MAE:0.7377268| RMSE:0.9370921
Iter:27| MAE:0.73691547| RMSE:0.93622744
Iter:28| MAE:0.7366583| RMSE:0.93583333
Iter:29| MAE:0.73633343| RMSE:0.9354986
Iter:30| MAE:0.7361217| RMSE:0.93524057
Iter:31| MAE:0.7358286| RMSE:0.9348612
Iter:32| MAE:0.73573464| RMSE:0.93456596
Iter:33| MAE:0.73543686| RMSE:0.9342293
Iter:34| MAE:0.73526263| RMSE:0.9339799
Iter:35| MAE:0.7350174| RMSE:0.93370044
Iter:36| MAE:0.7348956| RMSE:0.93355405
Iter:37| MAE:0.7348364| RMSE:0.93338007
Iter:38| MAE:0.7347848| RMSE:0.93323135
Iter:39| MAE:0.7345187| RMSE:0.9329248
Iter:40| MAE:0.7344514| RMSE:0.932741
Iter:41| MAE:0.73435795| RMSE:0.9325904
Iter:42| MAE:0.73427707| RMSE:0.9325018
Iter:43| MAE:0.73427033| RMSE:0.932428
Iter:44| MAE:0.7342474| RMSE:0.9323119
Iter:45| MAE:0.73420423| RMSE:0.9322509
Iter:46| MAE:0.73414904| RMSE:0.93216246
Iter:47| MAE:0.73404837| RMSE:0.9320577
Iter:48| MAE:0.7339865| RMSE:0.93196297
Iter:49| MAE:0.7339685| RMSE:0.9319032
Iter:50| MAE:0.733916| RMSE:0.9318158
Iter:51| MAE:0.73388255| RMSE:0.9317564
Iter:52| MAE:0.7338924| RMSE:0.931734
Iter:53| MAE:0.73386115| RMSE:0.931684
Iter:54| MAE:0.73382425| RMSE:0.93164855
Iter:55| MAE:0.7338037| RMSE:0.9316189
Iter:56| MAE:0.7337825| RMSE:0.93157977
Iter:57| MAE:0.73378265| RMSE:0.93157196
Iter:58| MAE:0.733778| RMSE:0.93155336
Iter:59| MAE:0.7337608| RMSE:0.9315301
Iter:60| MAE:0.73376137| RMSE:0.9315179
Iter:61| MAE:0.733762| RMSE:0.93150234
Iter:62| MAE:0.73373896| RMSE:0.93148077
Iter:63| MAE:0.73372227| RMSE:0.9314681
Iter:64| MAE:0.7337135| RMSE:0.9314445
Iter:65| MAE:0.73371285| RMSE:0.93143094
Iter:66| MAE:0.7336969| RMSE:0.9314098
Iter:67| MAE:0.733699| RMSE:0.93140405
Iter:68| MAE:0.7336878| RMSE:0.9313949
Iter:69| MAE:0.7336848| RMSE:0.93138456
Iter:70| MAE:0.7336806| RMSE:0.9313812
Iter:71| MAE:0.7336809| RMSE:0.93137366
Iter:72| MAE:0.733675| RMSE:0.93136585
Iter:73| MAE:0.7336696| RMSE:0.93135357
Iter:74| MAE:0.73366517| RMSE:0.9313488
Iter:75| MAE:0.7336667| RMSE:0.9313464
Iter:76| MAE:0.7336678| RMSE:0.9313447
Iter:77| MAE:0.7336687| RMSE:0.93134373
Iter:78| MAE:0.73366696| RMSE:0.93133867
Iter:79| MAE:0.73365945| RMSE:0.93133545
Iter:80| MAE:0.73365885| RMSE:0.93133104
Iter:81| MAE:0.73365796| RMSE:0.93132716
Iter:82| MAE:0.7336544| RMSE:0.93132293
Iter:83| MAE:0.7336506| RMSE:0.9313197
Iter:84| MAE:0.7336503| RMSE:0.9313191
Iter:85| MAE:0.7336494| RMSE:0.931315
Iter:86| MAE:0.7336482| RMSE:0.9313135
Iter:87| MAE:0.7336477| RMSE:0.93131006
Iter:88| MAE:0.73364836| RMSE:0.9313075
Iter:89| MAE:0.7336456| RMSE:0.9313068
Iter:90| MAE:0.73364365| RMSE:0.9313052
Iter:91| MAE:0.7336404| RMSE:0.9313025
Iter:92| MAE:0.7336415| RMSE:0.9313019
Iter:93| MAE:0.73364085| RMSE:0.9313016
Iter:94| MAE:0.733641| RMSE:0.93130106
Iter:95| MAE:0.7336405| RMSE:0.93129957
Iter:96| MAE:0.7336393| RMSE:0.9312983
Iter:97| MAE:0.7336381| RMSE:0.931295
Iter:98| MAE:0.73363686| RMSE:0.9312924
Iter:99| MAE:0.73363554| RMSE:0.9312901
MAE:0.73363525| RMSE:0.93128735
